filepath,gesture,session_id,sequence_idx,timestamp
data/buy/subject_004_001.npy,buy,subject_004,14,059_004_001.mp4
data/buy/subject_004_002.npy,buy,subject_004,15,059_004_002.mp4
data/buy/subject_004_003.npy,buy,subject_004,16,059_004_003.mp4
data/buy/subject_004_004.npy,buy,subject_004,17,059_004_004.mp4
data/buy/subject_004_005.npy,buy,subject_004,18,059_004_005.mp4
data/buy/subject_005_001.npy,buy,subject_005,19,059_005_001.mp4
data/buy/subject_005_002.npy,buy,subject_005,20,059_005_002.mp4
data/buy/subject_005_003.npy,buy,subject_005,21,059_005_003.mp4
data/buy/subject_005_004.npy,buy,subject_005,22,059_005_004.mp4
data/buy/subject_005_005.npy,buy,subject_005,23,059_005_005.mp4
data/buy/subject_006_001.npy,buy,subject_006,24,059_006_001.mp4
data/buy/subject_006_002.npy,buy,subject_006,25,059_006_002.mp4
data/buy/subject_006_003.npy,buy,subject_006,26,059_006_003.mp4
data/buy/subject_006_004.npy,buy,subject_006,27,059_006_004.mp4
data/buy/subject_006_005.npy,buy,subject_006,28,059_006_005.mp4
data/buy/subject_007_001.npy,buy,subject_007,29,059_007_001.mp4
data/buy/subject_007_002.npy,buy,subject_007,30,059_007_002.mp4
data/buy/subject_007_003.npy,buy,subject_007,31,059_007_003.mp4
data/buy/subject_007_004.npy,buy,subject_007,32,059_007_004.mp4
data/buy/subject_007_005.npy,buy,subject_007,33,059_007_005.mp4
data/buy/subject_008_001.npy,buy,subject_008,34,059_008_001.mp4
data/buy/subject_008_002.npy,buy,subject_008,35,059_008_002.mp4
data/buy/subject_008_003.npy,buy,subject_008,36,059_008_003.mp4
data/buy/subject_008_004.npy,buy,subject_008,37,059_008_004.mp4
data/buy/subject_008_005.npy,buy,subject_008,38,059_008_005.mp4
data/buy/subject_009_001.npy,buy,subject_009,39,059_009_001.mp4
data/buy/subject_009_002.npy,buy,subject_009,40,059_009_002.mp4
data/buy/subject_009_003.npy,buy,subject_009,41,059_009_003.mp4
data/buy/subject_009_004.npy,buy,subject_009,42,059_009_004.mp4
data/buy/subject_009_005.npy,buy,subject_009,43,059_009_005.mp4
data/buy/subject_010_001.npy,buy,subject_010,44,059_010_001.mp4
data/buy/subject_010_002.npy,buy,subject_010,45,059_010_002.mp4
data/buy/subject_010_003.npy,buy,subject_010,46,059_010_003.mp4
data/buy/subject_010_004.npy,buy,subject_010,47,059_010_004.mp4
data/buy/subject_010_005.npy,buy,subject_010,48,059_010_005.mp4
data/run/subject_001_001.npy,run,subject_001,0,061_001_001.mp4
data/run/subject_001_002.npy,run,subject_001,1,061_001_002.mp4
data/run/subject_001_003.npy,run,subject_001,2,061_001_003.mp4
data/run/subject_001_004.npy,run,subject_001,3,061_001_004.mp4
data/run/subject_001_005.npy,run,subject_001,4,061_001_005.mp4
data/run/subject_002_002.npy,run,subject_002,5,061_002_002.mp4
data/run/subject_002_005.npy,run,subject_002,6,061_002_005.mp4
data/run/subject_003_001.npy,run,subject_003,7,061_003_001.mp4
data/run/subject_003_002.npy,run,subject_003,8,061_003_002.mp4
data/run/subject_003_003.npy,run,subject_003,9,061_003_003.mp4
data/run/subject_003_004.npy,run,subject_003,10,061_003_004.mp4
data/run/subject_003_005.npy,run,subject_003,11,061_003_005.mp4
data/run/subject_004_001.npy,run,subject_004,12,061_004_001.mp4
data/run/subject_004_002.npy,run,subject_004,13,061_004_002.mp4
data/run/subject_004_003.npy,run,subject_004,14,061_004_003.mp4
data/run/subject_004_004.npy,run,subject_004,15,061_004_004.mp4
data/run/subject_004_005.npy,run,subject_004,16,061_004_005.mp4
data/run/subject_005_001.npy,run,subject_005,17,061_005_001.mp4
data/run/subject_005_002.npy,run,subject_005,18,061_005_002.mp4
data/run/subject_005_003.npy,run,subject_005,19,061_005_003.mp4
data/run/subject_005_004.npy,run,subject_005,20,061_005_004.mp4
data/run/subject_005_005.npy,run,subject_005,21,061_005_005.mp4
data/run/subject_006_001.npy,run,subject_006,22,061_006_001.mp4
data/run/subject_006_002.npy,run,subject_006,23,061_006_002.mp4
data/run/subject_006_003.npy,run,subject_006,24,061_006_003.mp4
data/run/subject_006_004.npy,run,subject_006,25,061_006_004.mp4
data/run/subject_006_005.npy,run,subject_006,26,061_006_005.mp4
data/run/subject_007_001.npy,run,subject_007,27,061_007_001.mp4
data/run/subject_007_002.npy,run,subject_007,28,061_007_002.mp4
data/run/subject_007_003.npy,run,subject_007,29,061_007_003.mp4
data/run/subject_007_004.npy,run,subject_007,30,061_007_004.mp4
data/run/subject_007_005.npy,run,subject_007,31,061_007_005.mp4
data/run/subject_008_001.npy,run,subject_008,32,061_008_001.mp4
data/run/subject_008_002.npy,run,subject_008,33,061_008_002.mp4
data/run/subject_008_003.npy,run,subject_008,34,061_008_003.mp4
data/run/subject_008_004.npy,run,subject_008,35,061_008_004.mp4
data/run/subject_008_005.npy,run,subject_008,36,061_008_005.mp4
data/run/subject_009_001.npy,run,subject_009,37,061_009_001.mp4
data/run/subject_009_002.npy,run,subject_009,38,061_009_002.mp4
data/run/subject_009_003.npy,run,subject_009,39,061_009_003.mp4
data/run/subject_009_004.npy,run,subject_009,40,061_009_004.mp4
data/run/subject_009_005.npy,run,subject_009,41,061_009_005.mp4
data/run/subject_010_001.npy,run,subject_010,42,061_010_001.mp4
data/run/subject_010_002.npy,run,subject_010,43,061_010_002.mp4
data/run/subject_010_003.npy,run,subject_010,44,061_010_003.mp4
data/run/subject_010_004.npy,run,subject_010,45,061_010_004.mp4
data/run/subject_010_005.npy,run,subject_010,46,061_010_005.mp4
